Participant ID,Session,Attempt,Error Angle,Hit
EH,1,1,-23.21,False
EH,1,2,11.42,False
EH,1,3,8.39,False
EH,1,4,5.64,False
EH,1,5,6.13,False
EH,1,6,-4.08,False
EH,1,7,2.4,True
EH,1,8,-1.05,True
EH,1,9,8.5,False
EH,1,10,2.26,False
EH,1,11,-8.35,False
EH,1,12,1.77,False
EH,1,13,0.94,True
EH,1,14,-1.31,True
EH,1,15,-5.19,False
EH,1,16,-7.79,False
EH,1,17,-3.73,False
EH,1,18,5.29,False
EH,1,19,-5.72,False
EH,1,20,-9.34,False
EH,1,21,24.48,False
EH,1,22,13.73,False
EH,1,23,13.54,False
EH,1,24,17.59,False
EH,1,25,19.31,False
EH,1,26,10.56,False
EH,1,27,9.98,False
EH,1,28,11.82,False
EH,1,29,10.85,False
EH,1,30,19.4,False
EH,1,31,18.56,False
EH,1,32,14.81,False
EH,1,33,5.96,False
EH,1,34,8.93,False
EH,1,35,12.21,False
EH,1,36,9.73,False
EH,1,37,5.59,False
EH,1,38,6.55,False
EH,1,39,11.22,False
EH,1,40,17.36,False
EH,1,41,8.9,False
EH,1,42,10.79,False
EH,1,43,13.88,False
EH,1,44,7.7,False
EH,1,45,19.9,False
EH,1,46,13.87,False
EH,1,47,13.26,False
EH,1,48,13.38,False
EH,1,49,10.59,False
EH,1,50,12.05,False
EH,1,51,10.13,False
EH,1,52,10.83,False
EH,1,53,11.53,False
EH,1,54,11.25,False
EH,1,55,8.7,False
EH,1,56,8.58,False
EH,1,57,9.53,False
EH,1,58,10.77,False
EH,1,59,12.5,False
EH,1,60,7.4,False
EH,1,61,4.46,False
EH,1,62,13.68,False
EH,1,63,10.45,False
EH,1,64,7.12,False
EH,1,65,6.08,False
EH,1,66,6.0,False
EH,1,67,7.85,False
EH,1,68,15.47,False
EH,1,69,12.72,False
EH,1,70,9.85,False
EH,1,71,11.87,False
EH,1,72,7.06,False
EH,1,73,6.31,False
EH,1,74,9.13,False
EH,1,75,3.34,False
EH,1,76,4.6,False
EH,1,77,6.04,False
EH,1,78,9.5,False
EH,1,79,19.62,False
EH,1,80,12.06,False
EH,1,81,-19.42,False
EH,1,82,-16.95,False
EH,1,83,-18.71,False
EH,1,84,-14.26,False
EH,1,85,-6.77,False
EH,1,86,-5.21,False
EH,1,87,-15.36,False
EH,1,88,-19.1,False
EH,1,89,-14.69,False
EH,1,90,-10.74,False
EH,1,91,-2.09,True
EH,1,92,-3.25,False
EH,1,93,-0.75,True
EH,1,94,-2.65,False
EH,1,95,1.83,True
EH,1,96,-5.59,False
EH,1,97,-4.53,False
EH,1,98,-5.29,False
EH,1,99,-5.73,False
EH,1,100,2.43,True
EH,1,101,-1.45,False
EH,1,102,1.84,False
EH,1,103,-0.64,True
EH,1,104,-6.59,False
EH,1,105,-6.36,False
EH,1,106,-8.36,False
EH,1,107,-4.13,False
EH,1,108,0.92,False
EH,1,109,3.27,True
EH,1,110,-4.28,False
EH,1,111,-5.88,False
EH,1,112,-5.76,False
EH,1,113,8.54,False
EH,1,114,11.31,False
EH,1,115,15.73,False
EH,1,116,0.24,True
EH,1,117,7.64,False
EH,1,118,0.92,True
EH,1,119,2.43,False
EH,1,120,-7.93,False
EH,1,121,29.31,False
EH,1,122,18.39,False
EH,1,123,4.2,False
EH,1,124,1.93,True
EH,1,125,5.28,False
EH,1,126,16.76,False
EH,1,127,7.52,False
EH,1,128,2.25,False
EH,1,129,3.85,False
EH,1,130,-7.43,False
EH,1,131,19.84,False
EH,1,132,13.26,False
EH,1,133,9.27,False
EH,1,134,5.42,False
EH,1,135,1.56,True
EH,1,136,2.64,False
EH,1,137,11.16,False
EH,1,138,15.08,False
EH,1,139,12.6,False
EH,1,140,8.71,False
EH,1,141,12.17,False
EH,1,142,3.86,False
EH,1,143,8.38,False
EH,1,144,10.16,False
EH,1,145,11.61,False
EH,1,146,2.52,True
EH,1,147,2.69,True
EH,1,148,4.22,False
EH,1,149,3.75,False
EH,1,150,3.95,False
EH,1,151,0.99,True
EH,1,152,12.79,False
EH,1,153,-3.1,False
EH,1,154,0.63,False
EH,1,155,10.62,False
EH,1,156,4.89,False
EH,1,157,3.62,True
EH,1,158,18.18,False
EH,1,159,9.04,False
EH,1,160,10.16,False
EH,1,161,3.96,False
EH,1,162,11.85,False
EH,1,163,9.45,False
EH,1,164,3.62,False
EH,1,165,14.64,False
EH,1,166,7.46,False
EH,1,167,9.58,False
EH,1,168,5.77,False
EH,1,169,9.49,False
EH,1,170,17.66,False
EH,1,171,4.8,False
EH,1,172,-0.3,False
EH,1,173,5.3,False
EH,1,174,8.14,False
EH,1,175,7.31,False
EH,1,176,2.98,False
EH,1,177,14.33,False
EH,1,178,9.54,False
EH,1,179,13.29,False
EH,1,180,10.69,False
EH,1,181,-15.29,False
EH,1,182,-4.71,False
EH,1,183,-5.91,False
EH,1,184,1.28,False
EH,1,185,-0.92,False
EH,1,186,1.58,True
EH,1,187,-1.97,True
EH,1,188,-6.0,False
EH,1,189,0.57,False
EH,1,190,-1.22,False
EH,1,191,-3.75,False
EH,1,192,-3.37,False
EH,1,193,-11.66,False
EH,1,194,-2.59,True
EH,1,195,-5.38,False
EH,1,196,3.16,False
EH,1,197,-3.27,False
EH,1,198,0.4,True
EH,1,199,1.76,True
EH,1,200,-2.26,False
EH,1,201,-6.84,False
