Participant ID,Session,Attempt,Error Angle,Hit
Al,1,1,-80.64,False
Al,1,2,-4.31,False
Al,1,3,-2.62,True
Al,1,4,-4.05,False
Al,1,5,-6.94,False
Al,1,6,-4.19,False
Al,1,7,2.77,True
Al,1,8,-2.05,False
Al,1,9,0.37,True
Al,1,10,-4.77,False
Al,1,11,-1.32,True
Al,1,12,1.99,True
Al,1,13,1.69,True
Al,1,14,1.42,True
Al,1,15,4.72,False
Al,1,16,3.87,False
Al,1,17,-1.37,True
Al,1,18,-2.02,False
Al,1,19,-0.07,True
Al,1,20,-0.54,True
Al,1,21,13.91,False
Al,1,22,2.48,True
Al,1,23,7.93,False
Al,1,24,1.64,True
Al,1,25,2.9,True
Al,1,26,3.09,True
Al,1,27,-19.18,False
Al,1,28,-2.7,True
Al,1,29,-2.29,True
Al,1,30,2.01,True
Al,1,31,-1.56,True
Al,1,32,-0.3,True
Al,1,33,3.51,True
Al,1,34,-1.96,False
Al,1,35,3.82,False
Al,1,36,4.67,False
Al,1,37,-7.2,False
Al,1,38,-5.99,False
Al,1,39,1.45,True
Al,1,40,-5.1,False
Al,1,41,-9.38,False
Al,1,42,-10.34,False
Al,1,43,5.47,False
Al,1,44,1.43,True
Al,1,45,3.2,True
Al,1,46,-11.49,False
Al,1,47,2.85,True
Al,1,48,6.79,False
Al,1,49,3.78,False
Al,1,50,-8.84,False
Al,1,51,-3.74,False
Al,1,52,3.23,True
Al,1,53,-2.49,False
Al,1,54,0.96,True
Al,1,55,5.52,False
Al,1,56,7.8,False
Al,1,57,6.09,False
Al,1,58,-3.47,True
Al,1,59,1.24,True
Al,1,60,-1.02,True
Al,1,61,-2.37,True
Al,1,62,-1.1,False
Al,1,63,-10.85,False
Al,1,64,-3.9,False
Al,1,65,2.25,True
Al,1,66,0.76,True
Al,1,67,-6.05,False
Al,1,68,-10.62,False
Al,1,69,0.57,True
Al,1,70,1.62,True
Al,1,71,-0.43,False
Al,1,72,5.09,False
Al,1,73,5.49,False
Al,1,74,2.87,True
Al,1,75,-6.54,False
Al,1,76,3.95,False
Al,1,77,-3.49,True
Al,1,78,7.57,False
Al,1,79,9.24,False
Al,1,80,-1.5,True
Al,1,81,-15.47,False
Al,1,82,-17.54,False
Al,1,83,-12.99,False
Al,1,84,-11.06,False
Al,1,85,-26.1,False
Al,1,86,-21.35,False
Al,1,87,-20.18,False
Al,1,88,-8.02,False
Al,1,89,1.17,False
Al,1,90,-3.51,False
Al,1,91,-3.67,False
Al,1,92,-3.04,False
Al,1,93,0.81,True
Al,1,94,-3.14,False
Al,1,95,1.04,True
Al,1,96,-3.14,True
Al,1,97,-8.8,False
Al,1,98,-14.73,False
Al,1,99,1.95,True
Al,1,100,1.42,False
Al,1,101,0.36,True
Al,1,102,1.31,True
Al,1,103,0.51,True
Al,1,104,2.98,False
Al,1,105,-11.0,False
Al,1,106,3.71,True
Al,1,107,-5.83,False
Al,1,108,-2.61,True
Al,1,109,-8.94,False
Al,1,110,-8.06,False
Al,1,111,6.49,False
Al,1,112,-1.2,True
Al,1,113,1.42,True
Al,1,114,-1.19,True
Al,1,115,0.9,True
Al,1,116,-4.29,False
Al,1,117,-3.06,True
Al,1,118,-0.56,True
Al,1,119,-3.32,True
Al,1,120,1.49,False
Al,1,121,8.49,False
Al,1,122,26.02,False
Al,1,123,13.49,False
Al,1,124,-2.05,True
Al,1,125,8.71,False
Al,1,126,14.96,False
Al,1,127,6.33,False
Al,1,128,14.32,False
Al,1,129,10.74,False
Al,1,130,9.07,False
Al,1,131,13.95,False
Al,1,132,0.41,True
Al,1,133,11.23,False
Al,1,134,10.75,False
Al,1,135,14.11,False
Al,1,136,14.06,False
Al,1,137,10.73,False
Al,1,138,14.87,False
Al,1,139,0.8,True
Al,1,140,15.06,False
Al,1,141,5.49,False
Al,1,142,10.93,False
Al,1,143,11.44,False
Al,1,144,-3.17,True
Al,1,145,2.7,False
Al,1,146,5.75,False
Al,1,147,5.38,False
Al,1,148,-1.47,True
Al,1,149,-5.45,False
Al,1,150,-1.89,True
Al,1,151,-1.27,True
Al,1,152,2.85,True
Al,1,153,-2.38,True
Al,1,154,0.93,True
Al,1,155,1.04,True
Al,1,156,-1.63,True
Al,1,157,-7.61,False
Al,1,158,4.05,False
Al,1,159,8.61,False
Al,1,160,0.72,True
Al,1,161,9.83,False
Al,1,162,-1.11,True
Al,1,163,-2.95,True
Al,1,164,1.47,True
Al,1,165,4.74,False
Al,1,166,-4.31,False
Al,1,167,2.42,True
Al,1,168,0.76,True
Al,1,169,-8.03,False
Al,1,170,7.9,False
Al,1,171,3.88,False
Al,1,172,2.09,True
Al,1,173,2.83,True
Al,1,174,-2.07,True
Al,1,175,3.49,False
Al,1,176,-6.53,False
Al,1,177,4.55,False
Al,1,178,-1.15,True
Al,1,179,-2.26,True
Al,1,180,1.76,True
Al,1,181,-3.35,True
Al,1,182,-3.5,False
Al,1,183,-13.54,False
Al,1,184,-8.69,False
Al,1,185,-14.22,False
Al,1,186,-3.05,True
Al,1,187,-10.09,False
Al,1,188,-6.47,False
Al,1,189,-9.74,False
Al,1,190,-13.54,False
Al,1,191,-16.6,False
Al,1,192,-8.65,False
Al,1,193,-8.65,False
Al,1,194,2.91,True
Al,1,195,0.63,True
Al,1,196,-7.31,False
Al,1,197,-1.62,True
Al,1,198,-6.48,False
Al,1,199,-3.61,True
Al,1,200,-6.83,False
Al,1,201,6.21,False
