Participant ID,Session,Attempt,Error Angle,Hit
EH,1,1,129.79,False
EH,1,2,0.67,True
EH,1,3,-2.57,True
EH,1,4,-0.69,True
EH,1,5,-2.68,True
EH,1,6,-2.93,True
EH,1,7,1.03,True
EH,1,8,0.73,True
EH,1,9,-1.58,True
EH,1,10,-5.19,False
EH,1,11,2.47,True
EH,1,12,2.22,True
EH,1,13,-2.71,True
EH,1,14,-2.72,True
EH,1,15,0.91,True
EH,1,16,-7.0,False
EH,1,17,-0.86,True
EH,1,18,-2.85,True
EH,1,19,-0.46,True
EH,1,20,-0.26,True
EH,1,21,29.66,False
EH,1,22,21.5,False
EH,1,23,12.71,False
EH,1,24,23.6,False
EH,1,25,22.25,False
EH,1,26,14.47,False
EH,1,27,25.85,False
EH,1,28,24.17,False
EH,1,29,21.75,False
EH,1,30,22.54,False
EH,1,31,19.22,False
EH,1,32,17.51,False
EH,1,33,22.04,False
EH,1,34,15.13,False
EH,1,35,11.71,False
EH,1,36,17.81,False
EH,1,37,10.95,False
EH,1,38,27.55,False
EH,1,39,17.71,False
EH,1,40,16.42,False
EH,1,41,20.87,False
EH,1,42,20.34,False
EH,1,43,14.15,False
EH,1,44,21.78,False
EH,1,45,14.25,False
EH,1,46,19.47,False
EH,1,47,18.24,False
EH,1,48,23.28,False
EH,1,49,15.74,False
EH,1,50,13.77,False
EH,1,51,19.5,False
EH,1,52,16.33,False
EH,1,53,16.78,False
EH,1,54,21.81,False
EH,1,55,19.39,False
EH,1,56,25.19,False
EH,1,57,21.4,False
EH,1,58,20.6,False
EH,1,59,22.41,False
EH,1,60,20.05,False
EH,1,61,24.02,False
EH,1,62,19.64,False
EH,1,63,18.4,False
EH,1,64,14.41,False
EH,1,65,19.13,False
EH,1,66,15.34,False
EH,1,67,13.87,False
EH,1,68,18.65,False
EH,1,69,17.96,False
EH,1,70,21.93,False
EH,1,71,21.58,False
EH,1,72,26.9,False
EH,1,73,14.86,False
EH,1,74,11.17,False
EH,1,75,17.35,False
EH,1,76,18.24,False
EH,1,77,21.48,False
EH,1,78,24.96,False
EH,1,79,19.87,False
EH,1,80,21.99,False
EH,1,81,-7.87,False
EH,1,82,-12.98,False
EH,1,83,-5.86,False
EH,1,84,0.89,True
EH,1,85,-5.41,False
EH,1,86,-0.22,True
EH,1,87,2.56,True
EH,1,88,-2.69,True
EH,1,89,-1.21,True
EH,1,90,-0.48,True
EH,1,91,1.87,True
EH,1,92,-6.08,False
EH,1,93,-3.72,False
EH,1,94,-3.03,False
EH,1,95,-1.03,True
EH,1,96,-0.36,True
EH,1,97,0.58,True
EH,1,98,-0.25,True
EH,1,99,-4.56,False
EH,1,100,1.52,True
EH,1,101,1.34,True
EH,1,102,-1.03,True
EH,1,103,-0.87,True
EH,1,104,-3.81,True
EH,1,105,-4.81,False
EH,1,106,-2.93,True
EH,1,107,-2.47,True
EH,1,108,-2.62,True
EH,1,109,4.57,False
EH,1,110,0.29,True
EH,1,111,-1.03,True
EH,1,112,-1.15,True
EH,1,113,-2.64,True
EH,1,114,-1.63,True
EH,1,115,-0.54,False
EH,1,116,0.09,True
EH,1,117,0.28,True
EH,1,118,-0.71,True
EH,1,119,0.86,False
EH,1,120,-1.91,False
EH,1,121,23.41,False
EH,1,122,25.15,False
EH,1,123,23.08,False
EH,1,124,23.15,False
EH,1,125,20.06,False
EH,1,126,23.85,False
EH,1,127,25.0,False
EH,1,128,22.84,False
EH,1,129,23.69,False
EH,1,130,22.79,False
EH,1,131,20.62,False
EH,1,132,25.07,False
EH,1,133,19.21,False
EH,1,134,22.27,False
EH,1,135,25.03,False
EH,1,136,21.55,False
EH,1,137,21.68,False
EH,1,138,26.78,False
EH,1,139,22.6,False
EH,1,140,22.17,False
EH,1,141,21.23,False
EH,1,142,28.73,False
EH,1,143,25.72,False
EH,1,144,25.79,False
EH,1,145,24.12,False
EH,1,146,19.8,False
EH,1,147,26.62,False
EH,1,148,18.49,False
EH,1,149,18.0,False
EH,1,150,20.65,False
EH,1,151,27.91,False
EH,1,152,26.21,False
EH,1,153,21.27,False
EH,1,154,19.86,False
EH,1,155,20.14,False
EH,1,156,16.86,False
EH,1,157,26.36,False
EH,1,158,32.59,False
EH,1,159,16.57,False
EH,1,160,22.27,False
EH,1,161,16.29,False
EH,1,162,26.93,False
EH,1,163,21.24,False
EH,1,164,26.71,False
EH,1,165,21.08,False
EH,1,166,23.82,False
EH,1,167,23.79,False
EH,1,168,20.45,False
EH,1,169,18.33,False
EH,1,170,29.66,False
EH,1,171,10.08,False
EH,1,172,24.21,False
EH,1,173,21.43,False
EH,1,174,18.22,False
EH,1,175,15.79,False
EH,1,176,13.78,False
EH,1,177,3.55,True
EH,1,178,4.62,False
EH,1,179,12.66,False
EH,1,180,7.26,False
EH,1,181,-5.02,False
EH,1,182,3.39,True
EH,1,183,1.95,True
EH,1,184,0.37,True
EH,1,185,-2.45,True
EH,1,186,-0.51,True
EH,1,187,-3.87,False
EH,1,188,3.16,True
EH,1,189,-1.26,True
EH,1,190,-4.68,False
EH,1,191,3.86,False
EH,1,192,-7.5,False
EH,1,193,-1.09,True
EH,1,194,4.71,False
EH,1,195,-0.64,True
EH,1,196,-3.67,False
EH,1,197,-7.17,False
EH,1,198,0.93,True
EH,1,199,-4.16,False
EH,1,200,-4.86,False
EH,1,201,-3.62,False
