x,y,feedback_block,subject_id,noise_x,noise_y,pint_velocity_x,pint_velocity_y,friction
281.7052850467263,293.01533687340464,1,,,-0.08389176814874917,-0.09914481690306735,0.99,AN
-37.152896858853296,-246.9509423821716,1,,,-0.070172759001473,-0.0994854304831009,0.99,AN
-19.709461561194434,-501.091308743637,1,,,-0.05748018625055533,-0.09907768945819401,0.99,AN
139.8274650533985,171.3353428554391,1,,,-0.09017641468078959,-0.09934689752968327,0.99,AN
221.73703705342612,51.49048658941889,1,,,-0.06704077831742938,-0.09990390494362011,0.99,AN
262.4849462827672,-34.12709669101997,1,,,-0.055403497805723234,-0.09972629605030202,0.99,AN
165.25746427348224,4.167313119625643,1,,,-0.0672471138735518,-0.0996698294911572,0.99,AN
371.47655822035233,290.29011199727023,1,,,-0.06845008303385565,-0.09990012118454603,0.99,AN
114.57636519517878,20.649274753732623,1,,,-0.07652894136543925,-0.09948762377507107,0.99,AN
261.8804495844082,163.72961268008413,1,,,-0.07050959176168975,-0.09928901697054274,0.99,AN
309.7909823531786,60.80178609668978,2,,,-0.05445436720382569,-0.0990079403705924,0.99,AN
424.8982022583573,184.53686097843763,3,,,-0.04745658846826067,-0.09936223210542054,0.99,AN
-119.5463920195322,-328.77456253285084,3,,,-0.0722586664693611,-0.09924684310249593,0.99,AN
267.6004845669628,169.53686097843757,3,,,-0.06970186431275777,-0.09936223210542054,0.99,AN
461.5664987179361,24.167313119625682,3,,,-0.03602523957511706,-0.0996698294911572,0.99,AN
407.76914009554986,-199.69257971335006,3,,,-0.03302161712676472,-0.0990648513802941,0.99,AN
446.3771717612441,169.2806549213675,3,,,-0.04522395718428753,-0.09980459516532454,0.99,AN
137.12195327714375,-165.16847691301024,5,,,-0.0599479907351633,-0.09868361551788447,0.96,AN
600.1848089297778,642.5943768126958,5,-1.2628203860989684,0.03337254734617602,-0.07052075817304311,-0.09972648651614276,0.96,AN
626.0365827742706,592.6497265139006,5,0.7693149186439328,-0.7212505562381571,-0.04887603028402946,-0.0983224943173516,0.96,AN
333.73957351245275,179.1196714278668,5,-0.5582349015696344,-2.019819451174895,-0.05571713125514876,-0.09980576066931325,0.96,AN
579.970706041581,492.4481953638697,5,0.22193180490686143,-1.6470837669762208,-0.04351428015900533,-0.09909190713744394,0.96,AN
618.7872415663282,543.2260023998418,5,-0.6156911994813782,-0.1970081222526176,-0.04015959807837386,-0.0980915555793765,0.96,AN
731.0303743370333,593.8765304198593,5,3.6070268125916205,-1.9446542032211647,-0.0025721181180908925,-0.09784297071528807,0.96,AN
637.3827102936953,443.5572208140135,5,1.559657711909091,-0.6413171044213684,-0.02295521699491397,-0.09786797167191251,0.96,AN
521.8162438331719,518.8297476807944,5,-1.301267805016812,1.0050856926990388,-0.06861129806563204,-0.09615379400071634,0.96,AN
401.42922863777244,398.8923904275699,5,-0.3076165481947686,-0.5204957544378314,-0.06716774143527576,-0.09934535558656858,0.96,AN
508.8246428693838,358.61045222189,5,0.16560356039579258,0.0863317676176715,-0.043756559161873106,-0.09743707496107021,0.96,AN
557.7963201012182,362.9761345143272,5,1.9684777364062356,-0.08213308980828016,-0.03136893447784015,-0.09780536123857238,0.96,AN
545.9660774030611,562.0811553396562,5,-0.27167489533380784,2.612143503429633,-0.061928120461379244,-0.09957130238937478,0.96,AN
685.3678719468204,540.8834037384808,5,3.5335139968159726,-0.6544385159398148,-0.03181400096818202,-0.09958033837649298,0.96,AN
413.85351831966705,504.69779959798115,5,0.08864060366781851,-2.351985450771524,-0.08025599298495982,-0.0977271006873919,0.96,AN
617.7135998626126,704.5996266634636,5,-0.41987691286456674,1.0270495973699347,-0.08294357380675661,-0.09793484694104021,0.96,AN
510.1630398331984,338.998727295438,5,1.0986998126514007,-0.2811866327452214,-0.041426847065184326,-0.09780027005512905,0.96,AN
456.98842578653307,412.9885624894781,5,-2.171696911951073,-0.23066848346515328,-0.05454798638994716,-0.09685858719338285,0.96,AN
481.40846109880397,644.3955160652367,5,1.0456045382516002,-1.381301271238833,-0.09641467419854807,-0.09778110729033983,0.96,AN
580.5048070763183,364.5496264077813,5,0.40847649948356457,0.2831151035531261,-0.037557128696361214,-0.09811933010441494,0.96,AN
468.0180984503055,578.0440641248384,5,0.4644038277220254,-0.005754658307787243,-0.0863502743740083,-0.09925733017605122,0.96,AN
662.1361971837442,587.5359664187964,5,1.8533171562105106,0.0917491881285146,-0.027357726445486272,-0.09724941265466418,0.96,AN
631.3690061810846,610.3315110562762,5,1.367433930466933,0.023295533595235934,-0.04794132707826727,-0.09885076041626294,0.96,AN
415.9464080543225,329.41709975991165,5,0.4964343593617144,-1.3376123388627672,-0.059665976235037395,-0.09665816219238367,0.96,AN
573.4315217781664,553.5541947357923,5,-0.0009493657672854997,2.7095813607574795,-0.052262773190875286,-0.09684341990053182,0.96,AN
558.783582197779,674.6882437131773,5,1.4018937664964826,-0.16266611327149214,-0.0557554917443162,-0.09967626798718916,0.96,AN
607.4008521842029,667.0541701951936,6,-2.0289296231656655,1.879381584723298,-0.0789651308407993,-0.09787550674306188,0.96,AN
551.0550438256907,513.0241125923964,6,1.0013853466998697,-0.448629048685635,-0.05090814603723652,-0.0996337400354942,0.96,AN
310.42373540903435,210.08089180616338,6,-1.315004376981422,0.6461165062107912,-0.06599335235781036,-0.09892065237934058,0.96,AN
614.2396294151798,517.7408916322582,6,3.0476949995278306,0.03478037223807258,-0.03728955943798629,-0.09609011243932893,0.96,AN
511.6688555018309,515.9122077896978,6,1.1818748394426728,-1.3844686446033092,-0.06266080646693345,-0.09747730250737727,0.96,AN
521.7841190487745,472.10504755802145,6,0.17122526339180186,-1.492468082462111,-0.0531130303071569,-0.09684506404632656,0.96,AN
510.1583184186382,558.8693208128155,6,1.5154781280418161,-2.203151527237703,-0.07445180606809801,-0.0977065611050113,0.96,AN
