x,y,feedback_block,subject_id,noise_x,noise_y,pint_velocity_x,pint_velocity_y,friction
25.555514345919548,-409.16432287666163,3,,,-0.05712640753454165,-0.09935027397311587,0.99,AN
-93.57222683703041,-711.6182336553617,3,,,-0.052805789524938446,-0.09981582166299355,0.99,AN
353.63058701491434,32.92506533866934,3,,,-0.047783707221357205,-0.09924308422897254,0.99,AN
583.9929762408178,488.8420919446085,3,,,-0.04639369940219836,-0.09941507014756804,0.99,AN
576.8631623569709,629.5902892360399,3,,,-0.0763955793633542,-0.0999019114751555,0.99,AN
133.27235165832428,-571.3735911858536,3,,,-0.043155067255797604,-0.09925665468833451,0.99,AN
519.1491217205108,267.3728043012755,3,,,-0.0398901183889891,-0.09972529597247301,0.99,AN
318.824637376866,5.649274753732652,3,,,-0.04974381188753554,-0.09948762377507107,0.99,AN
550.4309795485071,324.3761223342841,3,,,-0.03768666210613642,-0.09975881145742001,0.99,AN
178.5709002183653,172.3353428554392,3,,,-0.08253434564004472,-0.09934689752968327,0.99,AN
