x,y,feedback_block,subject_id,noise_x,noise_y,pint_velocity_x,pint_velocity_y,friction
231.48999186683466,131.4867892642212,1,,,-0.07565648350337419,-0.0998665582244539,0.99,AN
174.79504926857174,218.60205195594838,1,,,-0.09388938655122286,-0.09901062581765298,0.99,AN
458.74598857317784,372.2527221192514,1,,,-0.06107059164825223,-0.09952244564900337,0.99,AN
279.124300190329,413.4819397030815,1,,,-0.099235355457865,-0.08769636063718317,0.99,AN
295.49079251748765,173.48678926422141,1,,,-0.06960396482310438,-0.0998665582244539,0.99,AN
280.71032987145935,-332.5021645725678,1,,,-0.0405083825399924,-0.09997813563061944,0.99,AN
574.2267257965063,620.5902892360399,1,,,-0.08814874541925499,-0.0999019114751555,0.99,AN
603.4237776425057,509.6554811658466,1,,,-0.04266442063136905,-0.09955031480652776,0.99,AN
220.8040778317438,69.35893798785784,1,,,-0.06771795789639329,-0.09958523220057836,0.99,AN
495.11044050578664,411.7524860750295,1,,,-0.05869131824026964,-0.09952006136393546,0.99,AN
613.8924028788316,74.87235012651905,2,,,-0.017094978574058655,-0.09972070834867557,0.99,AN
715.3194693852045,365.3761223342843,2,,,-0.002216862476831587,-0.09975881145742001,0.99,AN
639.6684940259238,329.82496681069415,2,,,-0.01786357601944218,-0.09924208899690082,0.99,AN
534.379854221261,290.29011199727023,2,,,-0.03515004263900695,-0.09990012118454603,0.99,AN
-101.79310075865938,8.421098055944801,2,,,-0.0980494872862627,-0.09920301066610092,0.99,AN
477.1337658091998,132.68384300102082,2,,,-0.03670470514342024,-0.09983679799010313,0.99,AN
517.7095257545295,65.18976900403692,2,,,-0.027368947015460388,-0.09989665660643043,0.99,AN
562.7210159401635,-3.8326868803744447,2,,,-0.02041430242589963,-0.0996698294911572,0.99,AN
535.9088601316893,291.0153368734047,2,,,-0.03241272860292592,-0.09914481690306735,0.99,AN
238.45454878476767,-596.9890814512625,2,,,-0.03489443216936091,-0.09910018736098518,0.99,AN
367.96803650540267,-10.695051271373016,2,,,-0.04311147985254573,-0.0990398861477401,0.99,AN
593.1390005897314,273.45226886832825,2,,,-0.02665657161344202,-0.09951786735685023,0.99,AN
730.2887564783331,279.0153368734046,2,,,-0.0019066310942897626,-0.09914481690306735,0.99,AN
701.8894980086399,315.8249668106939,2,,,-0.0059545253398140385,-0.09924208899690082,0.99,AN
740.918917525184,410.6937113476905,2,,,0.007889721967854577,-0.09993647825949137,0.99,AN
512.8696161877614,257.37280430127583,2,,,-0.038076931189489675,-0.09972529597247298,0.99,AN
813.1807680453595,491.70524788041826,2,,,0.037567999541833506,-0.09904290788301574,0.99,AN
541.9740129901942,271.922038970585,2,,,-0.033070838284793264,-0.09921251485437992,0.99,AN
618.2966680281719,117.18976900403689,2,,,-0.019158262910822278,-0.09989665660643043,0.99,AN
454.30010876903236,220.90380838967744,2,,,-0.04545564413163595,-0.09902836757249268,0.99,AN
469.1963188825029,21.925065338669356,2,,,-0.03430625133841026,-0.09924308422897254,0.99,AN
699.6038653210072,237.77134232322234,2,,,-0.010140053747532058,-0.09971052851739873,0.99,AN
89.53292849812983,-270.86237432405073,2,,,-0.05891846967807219,-0.09936995632271887,0.99,AN
760.0,153.53686097843732,2,,,-1.3171849296905892e-17,-0.09936223210542057,0.99,AN
681.4629449971158,308.922038970585,2,,,-0.009726717142586234,-0.09921251485437992,0.99,AN
308.4211683434016,118.05282092556597,2,,,-0.06081988225657852,-0.09952344369258338,0.99,AN
398.9457671963079,-510.9164332378633,2,,,-0.02571482016472215,-0.09983400769833282,0.99,AN
467.4172893349159,177.53686097843755,2,,,-0.03855847813046166,-0.09936223210542057,0.99,AN
673.8522792095345,313.50952047467797,2,,,-0.012649284944780913,-0.0990860654007834,0.99,AN
565.1457758179096,200.06488129439933,2,,,-0.025714907251611255,-0.0996452655999933,0.99,AN
490.71783003972297,343.50952047467786,3,,,-0.052705353936586895,-0.0990860654007834,0.99,AN
33.238612038433594,15.286334446121273,3,,,-0.08321830341852042,-0.09986196410222438,0.99,AN
486.72765713216165,539.5933366334071,3,,,-0.08512784981981215,-0.09993269326673601,0.99,AN
233.92231530923587,24.521214141898053,3,,,-0.06184156878015288,-0.09920418325149534,0.99,AN
340.12777209005634,299.015336873405,3,,,-0.08007850596016983,-0.09914481690306733,0.99,AN
314.2215190219467,342.72396436535075,3,,,-0.08910625274693665,-0.09923196328636145,0.99,AN
305.3508506020954,-115.68846071306274,3,,,-0.047988389920152745,-0.09910645744379357,0.99,AN
251.25375400516089,183.90380838967707,3,,,-0.07630054550667464,-0.09902836757249268,0.99,AN
430.62326416411446,137.91411736413016,3,,,-0.0446794360011598,-0.09913249862757315,0.99,AN
97.78469396092822,-315.86237432405096,3,,,-0.05540094910027693,-0.09936995632271887,0.99,AN
