Participant ID,Session,Attempt,Error Angle,Hit
AE,1,1,-117.91,False
AE,1,2,5.74,False
AE,1,3,1.7,False
AE,1,4,2.49,True
AE,1,5,0.88,True
AE,1,6,-3.32,False
AE,1,7,0.89,True
AE,1,8,-5.88,False
AE,1,9,-8.54,False
AE,1,10,-4.47,False
AE,1,11,-0.1,False
AE,1,12,-3.36,True
AE,1,13,-1.69,True
AE,1,14,-3.14,True
AE,1,15,-3.45,True
AE,1,16,-4.0,False
AE,1,17,-6.05,False
AE,1,18,-4.65,False
AE,1,19,2.32,True
AE,1,20,-6.88,False
AE,1,21,23.99,False
AE,1,22,27.92,False
AE,1,23,19.79,False
AE,1,24,13.38,False
AE,1,25,12.91,False
AE,1,26,15.29,False
AE,1,27,18.0,False
AE,1,28,19.52,False
AE,1,29,12.61,False
AE,1,30,14.72,False
AE,1,31,10.5,False
AE,1,32,16.98,False
AE,1,33,15.97,False
AE,1,34,13.36,False
AE,1,35,23.75,False
